Date,Route,Rating,Notes,Pitches,Location,Avg Stars,Your Stars,Style,Lead Style,Route Type,Your Rating,Length,Rating Code,Country,State,Numeric Grade,Is_Onsight,Is_Flash,Is_Redpoint,Is_Fell_Hung,Is_Sport,Is_Trad,Is_Boulder,Is_Multipitch,Year,Month,Season,Is_Weekend,Session_ID,Days_Attempted,Was_First_Try,Is_Success,Is_Project,Crag,Area,Subarea,Grade_Category
2024-12-13,Slip 'n Slide,5.9,,1,California > Eastern Sierra > Bishop Area > Owens River Gorge > Upper Gorge > Lower Elbow Room,3.6,2,Lead,Onsight,Sport,,115.0,2400,United States,California,9,True,False,False,False,True,False,False,False,2024,12,Winter,False,1,1,True,True,False,Lower Elbow Room,Bishop Area,Owens River Gorge,5.9 and under
2024-12-11,Go Granny Go  Right Finish (V5),V5,"Had to switch beta late to get it done. Kept falling at top.

I heel hook, left hand sidepull, right hand to top of flake, turn left heel to toe and go to incut jug at top with left",1,California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Peabody Boulders > Grandma Peabody Boulder,3.0,3,Send,,Boulder,,10.0,20500,United States,California,5.12a,False,False,False,False,False,False,True,False,2024,12,Winter,False,1,1,False,True,False,Grandma Peabody Boulder,Bishop Area,Buttermilk Country,Boulder
2024-12-07,Go Granny Go,V5,"2 ways for this to go for me I think

1. Right hand great hold, left hand in hole part. Left foot on knob and go big, while keeping the right hand

2. High left heel? ",1,California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Peabody Boulders > Grandma Peabody Boulder,2.9,-1,Attempt,,Boulder,,15.0,20500,United States,California,5.12a,False,False,False,False,False,False,True,False,2024,12,Winter,True,1,1,False,False,False,Grandma Peabody Boulder,Bishop Area,Buttermilk Country,Boulder
2024-12-01,Early Exit,V5,"I thought this was really really fun. Powerful, lockoffs, techy balance. Actually not very sharp at all, very smooth. One of the better climbs at the milks. 4/5 stars",1,California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Upside Boulder,3.6,3,Send,,Boulder,V5,15.0,20500,United States,California,5.12a,False,False,False,False,False,False,True,False,2024,12,Winter,True,1,1,False,True,False,Upside Boulder,Bishop Area,Buttermilk Country,Boulder
2024-12-01,Rail Problem,V3,Kinda fun moves but awful rock,1,California > Eastern Sierra > Bishop Area > Buttermilk Country > Buttermilks Main > Roadside Area > Roadside Boulder,2.5,2,Send,,Boulder,,,20300,United States,California,5.12a,False,False,False,False,False,False,True,False,2024,12,Winter,True,1,3,False,True,False,Roadside Boulder,Bishop Area,Buttermilk Country,Boulder
2024-11-26,Avance Cangrejo,5.12d,"4/5 stars

Cool dihedral. Just simply stunning crux moves. Then good pockets to a no hands, to one more slightly challenging boulder that is quite fun as well.

I tried it, worked it. Tried it, figured out the crux. Then my fingers reopened again and the day was over. 2 tries, but only went to the chains once. 

I had so much fun on the moves. I hope to return one day. 4/5",1,International > Europe > Spain > Catalonia > Siurana > Valley Crags > Siuranella Este,3.6,3,Lead,Fell/Hung,Sport,,95.0,7500,Spain,Not State,12d,False,False,False,True,True,False,False,False,2024,11,Fall,False,1,1,False,False,False,Siuranella Este,Spain,Catalonia,5.12
2024-11-26,Lo Deje to Blanco,5.11d,3/5 * would be the best 10a on earth if not for the crux which is so much harder than the rest of the route ,1,International > Europe > Spain > Catalonia > Siurana > Valley Crags > Siuranella Este,3.3,2,Lead,Onsight,Sport,,98.0,5500,Spain,Not State,11d,True,False,False,False,True,False,False,False,2024,11,Fall,False,1,1,True,True,False,Siuranella Este,Spain,Catalonia,5.11
2024-11-23,Peus de Moix,5.12b,"A truly incredible 7b.

5/5 stars. Not *quite* as good as a &#34;top&#34; 7b like Crucigrama, but really really good!",1,International > Europe > Spain > Catalonia > Margalef > Can Dit Xic,4.0,4,Lead,Onsight,Sport,5.12b,70.0,6900,Spain,Not State,12b,True,False,False,False,True,False,False,False,2024,11,Fall,True,1,1,True,True,False,Can Dit Xic,Spain,Catalonia,5.12
2024-11-23,Sabore di mare,5.12a,Fell at the crux. My tips were SO Painful. 3/5 pitches,1,International > Europe > Spain > Catalonia > Margalef > Can Dit Xic,3.3,3,Lead,Fell/Hung,Sport,,70.0,6600,Spain,Not State,12a,False,False,False,True,True,False,False,False,2024,11,Fall,True,1,1,False,False,False,Can Dit Xic,Spain,Catalonia,5.12
2024-11-23,Indian Holidays,5.11d,Great warmup. 4/5 stars,1,International > Europe > Spain > Catalonia > Margalef > Can dit Gros,3.8,4,Lead,Onsight,Sport,,90.0,5500,Spain,Not State,11d,True,False,False,False,True,False,False,False,2024,11,Fall,True,1,1,True,True,False,Can dit Gros,Spain,Catalonia,5.11
2024-11-23,Penélope Cruz,5.12d,"after indian holidays & peus de moix. The bottom 3 bolts is unbelievable climbing!!! - then ok climbing to another nice boulder problem off a jug near top then easy exit.

Start 
- r hand jug pocket, left hand slot.
- L hand up to DEEP 2f pocket, r foot up, r hand pocket. L cross to deep pocket.
- R foot into hueco like hole, right hand cross to pocket. L Hand come through to better L pocket
- up with left to deep undercling pocket. L Foot up to big hueco out left, r hand ou to slopey crimp, bump to jug. 
- bring L foot into closest pocket, L Hand up. 

Off jug
- L hand deep incut slot above jug
- R hand up to 3 finger crimp
- L Hand out to hole, pinch it! Sink body underneath.
- Right hand crimp
- L Hand to DEEP pocket just left of draw.

The start is 6/5 stars. Overall 4/5 stars.",1,International > Europe > Spain > Catalonia > Margalef > Can dit Gros,3.5,3,Lead,Fell/Hung,Sport,,60.0,7500,Spain,Not State,12d,False,False,False,True,True,False,False,False,2024,11,Fall,True,1,1,False,False,False,Can dit Gros,Spain,Catalonia,5.12
2024-11-21,El Cargolet,5.10b,"after mandragora. just because i love rock climbing and its all my fingers could handle.

Actually quite good! just short",1,International > Europe > Spain > Catalonia > Siurana > Valley Crags > El Cargol,2.9,3,Lead,Redpoint,Sport,,45.0,2900,Spain,Not State,10b,False,False,True,False,True,False,False,False,2024,11,Fall,False,1,2,False,True,False,El Cargol,Spain,Catalonia,5.10
2024-11-21,Mandragora,5.12c,"Maybe not as hard, but I think better than Orange Juice. Longer, more sustained climbing throughout. More dramatic location. (not that orange juice isn't amazing!)

So grateful to send today. I had a hole in my index and middle finger on the right hand and tore a flapper on my left at the 4th clip. I stayed very composed and made it to the top. All glory to God.

It's been a bit of a battle this trip. I've had HORRIBLE skin, and a flexor injury in my left hand. Its kept me from performing at my best, but I'm grateful to get to be here and to do this world class rock climb. Thank You, God.

As amazing as it was, oddly a relief to do it. Its amazing - its just it draws big crowds and is challenging to get on",1,International > Europe > Spain > Catalonia > Siurana > Valley Crags > Espero Primavera,3.9,4,Lead,Redpoint,Sport,5.12c,115.0,7200,Spain,Not State,12c,False,False,True,False,True,False,False,False,2024,11,Fall,False,1,2,False,True,True,Espero Primavera,Spain,Catalonia,5.12
2024-11-21,Mandragora,5.12c,"1 fall, 1 hang. First climb of the day",1,International > Europe > Spain > Catalonia > Siurana > Valley Crags > Espero Primavera,3.9,4,Lead,Fell/Hung,Sport,5.12c,115.0,7200,Spain,Not State,12c,False,False,False,True,True,False,False,False,2024,11,Fall,False,2,2,False,False,True,Espero Primavera,Spain,Catalonia,5.12
2024-11-19,5.12b sport,5.12b,"cruela de vil - can piqui pigui, 2nd try. Felt pretty tired. Sent all except for 1 section 3 bolts from top. These moves felt very challenging to me. I think it may be finger size dependent. I did well on the rest",1,* In Progress > Generic Area,3.1,-1,Lead,Fell/Hung,Sport,,,6900,United States,* In Progress,12b,False,False,False,True,True,False,False,False,2024,11,Fall,False,1,1,False,False,False,Generic Area,,,5.12
2024-11-19,5.12b sport,5.12b,cruela de vil - can piqui pigui,1,* In Progress > Generic Area,3.1,-1,Lead,Fell/Hung,Sport,,,6900,United States,* In Progress,12b,False,False,False,True,True,False,False,False,2024,11,Fall,False,2,1,False,False,False,Generic Area,,,5.12
2024-11-17,Unnamed Route 46,5.11d,"SUPER fun. Only slight detractor is ramp start. Loved it 

Listed wrong here. This is 1 route right of Purolitic ",1,International > Europe > Spain > Catalonia > Montsant > Raco de Misa,3.8,4,Lead,Onsight,Sport,,80.0,5500,Spain,Not State,11d,True,False,False,False,True,False,False,False,2024,11,Fall,True,1,1,True,True,False,Raco de Misa,Spain,Catalonia,5.11
2024-11-17,Purolitic,5.11d,Absolutely spectacular 5/5,1,International > Europe > Spain > Catalonia > Montsant > Raco de Misa,3.9,4,Lead,Onsight,Sport,,75.0,5500,Spain,Not State,11d,True,False,False,False,True,False,False,False,2024,11,Fall,True,1,1,True,True,False,Raco de Misa,Spain,Catalonia,5.11
2024-11-16,Little Stalin,5.11d,"Fell at second to last draw. Just didn’t quite read it correctly and was pretty gassed to be honest

I though this was stellar! 4/5",1,International > Europe > Spain > Catalonia > Margalef > Finestra Extension,3.5,4,Lead,Fell/Hung,Sport,,65.0,5500,Spain,Not State,11d,False,False,False,True,True,False,False,False,2024,11,Fall,True,1,1,False,False,False,Finestra Extension,Spain,Catalonia,5.11
2024-11-16,Tropicana,5.12b,"Fell at bolt 3. Then took 1x 

Ok - very greasy bottom.",1,International > Europe > Spain > Catalonia > Margalef > Raco de la Finestra,2.5,2,Lead,Fell/Hung,Sport,,65.0,6900,Spain,Not State,12b,False,False,False,True,True,False,False,False,2024,11,Fall,True,1,1,False,False,False,Raco de la Finestra,Spain,Catalonia,5.12
2024-11-16,Calma Tensa,5.11c,Great climbing! I really enjoyed the slabby bit,1,International > Europe > Spain > Catalonia > Margalef > Raco de la Finestra,3.0,3,Lead,Onsight,Sport,,95.0,5200,Spain,Not State,11c,True,False,False,False,True,False,False,False,2024,11,Fall,True,1,1,True,True,False,Raco de la Finestra,Spain,Catalonia,5.11
2024-11-16,Crucigrama,5.12b,Absolutely stellar - to say the least,1,International > Europe > Spain > Catalonia > Margalef > Raco de la Finestra,3.9,4,Lead,Redpoint,Sport,,80.0,6900,Spain,Not State,12b,False,False,True,False,True,False,False,False,2024,11,Fall,True,1,1,False,True,False,Raco de la Finestra,Spain,Catalonia,5.12
2024-11-16,Crucigrama,5.12b,Warming up,1,International > Europe > Spain > Catalonia > Margalef > Raco de la Finestra,3.9,4,Lead,Fell/Hung,Sport,,80.0,6900,Spain,Not State,12b,False,False,False,True,True,False,False,False,2024,11,Fall,True,2,1,False,False,False,Raco de la Finestra,Spain,Catalonia,5.12
2024-11-15,Gatzara,5.11a,Fun :),1,International > Europe > Spain > Catalonia > Siurana > Valley Crags > L'Aparador,2.9,3,Lead,Onsight,Sport,,80.0,4600,Spain,Not State,11a,True,False,False,False,True,False,False,False,2024,11,Fall,False,1,1,True,True,False,L'Aparador,Spain,Catalonia,5.11
2024-11-15,Bindelef,5.12a,Very satisfying and fun route! 5 stars!,1,International > Europe > Spain > Catalonia > Siurana > Valley Crags > Can Codola,3.7,4,Lead,Redpoint,Sport,,115.0,6600,Spain,Not State,12a,False,False,True,False,True,False,False,False,2024,11,Fall,False,1,1,False,True,False,Can Codola,Spain,Catalonia,5.12
2024-11-15,Bindelef,5.12a,"1 fall, tried to hand-foot match - needed to be a hand heel!",1,International > Europe > Spain > Catalonia > Siurana > Valley Crags > Can Codola,3.7,4,Lead,Fell/Hung,Sport,,115.0,6600,Spain,Not State,12a,False,False,False,True,True,False,False,False,2024,11,Fall,False,2,1,False,False,False,Can Codola,Spain,Catalonia,5.12
2024-11-14,Toca-me-la Sam,5.11c,Smooth this time around,1,International > Europe > Spain > Catalonia > Siurana > Village Crags > Campi Qui Pugui,3.3,3,Lead,Redpoint,Sport,5.11c,70.0,5200,Spain,Not State,11c,False,False,True,False,True,False,False,False,2024,11,Fall,False,1,1,False,True,False,Campi Qui Pugui,Spain,Catalonia,5.11
2024-11-14,Siouxie,5.13a,"I got humbled. Hardest pitch for me, I've tried at this time.

More importantly, it was simply amazing climbing!!!!!!! I WANT TO TRY AGAIN. I may fail, but I want to climb on this route. Top route - one of the best I've tried",1,International > Europe > Spain > Catalonia > Siurana > Village Crags > Campi Qui Pugui,4.0,4,Lead,Fell/Hung,Sport,5.13a,70.0,8600,Spain,Not State,13a,False,False,False,True,True,False,False,False,2024,11,Fall,False,1,1,False,False,False,Campi Qui Pugui,Spain,Catalonia,5.13
2024-11-14,Toca-me-la Sam,5.11c,"1 fall - warmup.

Didn't figure it out first time",1,International > Europe > Spain > Catalonia > Siurana > Village Crags > Campi Qui Pugui,3.3,3,Lead,Fell/Hung,Sport,5.11c,70.0,5200,Spain,Not State,11c,False,False,False,True,True,False,False,False,2024,11,Fall,False,2,1,False,False,False,Campi Qui Pugui,Spain,Catalonia,5.11
2024-11-14,Delicatessan,5.12a,"Saw Mitchell climb it twice, new wear the good holds were

Not very visually inspiring but climbs very well. Great rock!",1,International > Europe > Spain > Catalonia > Siurana > Village Crags > Campi Qui Pugui,3.5,3,Lead,Flash,Sport,5.12a,80.0,6600,Spain,Not State,12a,False,False,False,False,True,False,False,False,2024,11,Fall,False,1,1,True,True,False,Campi Qui Pugui,Spain,Catalonia,5.12
2024-11-12,El prado del rey,5.12c,"falls - still jet-lagged & exhausted from the travel. Had fun on this great climb though! 4/5 stars. Awesome, but not quite demon seed/ghostrider/orange juice level though.

At bulge: Left hand jug, right hand to first sidepull that is quite good! Left foot comes through and flag - lots of black rubber, v-slot shape. Left hand up to ok crimp, bump to left Jug slot. - not hard, just a lot of options :)

Crux - the money beta: Left hand good hold, right hand epic jug sidepull. Right foot up to small edge, left foot up to good foot, right foot up high to BLACK foot. Get that foot set! Hips in tight, right hand to small crimp, bump right hand again to great jug!

Excellent beta from Liane!

Only other thing to note: Above the crux, before the next draw, use the small left sidepull crimp to get feet up and established, to make reach for ticked jug.",1,International > Europe > Spain > Catalonia > Siurana > Valley Crags > El Pati,3.7,4,Lead,Fell/Hung,Sport,,,7200,Spain,Not State,12c,False,False,False,True,True,False,False,False,2024,11,Fall,False,1,1,False,False,False,El Pati,Spain,Catalonia,5.12
2024-11-12,El prado del rey,5.12c,sussing,1,International > Europe > Spain > Catalonia > Siurana > Valley Crags > El Pati,3.7,4,Lead,Fell/Hung,Sport,,,7200,Spain,Not State,12c,False,False,False,True,True,False,False,False,2024,11,Fall,False,2,1,False,False,False,El Pati,Spain,Catalonia,5.12
2024-11-12,Viagraman,5.11c,,1,International > Europe > Spain > Catalonia > Siurana > Valley Crags > El Pati,3.5,3,Lead,Flash,Sport,,100.0,5200,Spain,Not State,11c,False,False,False,False,True,False,False,False,2024,11,Fall,False,1,1,True,True,False,El Pati,Spain,Catalonia,5.11
2024-11-02,Breakfast Burrito,5.10c/d,World class,1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Drive-By Crag,3.7,4,Lead,Redpoint,Sport,5.10d,80.0,3400,United States,Kentucky,10c,False,False,True,False,True,False,False,False,2024,11,Fall,True,1,4,False,True,True,Drive-By Crag,Pendergrass-Murray Recreational Preserve (PMRP),Drive-By Crag,5.10
2024-11-02,Hakuna Matata,5.12a,"This is truly stellar climbing! 5/5 stars. I do agree with the comment about the bolting however, the placements didn’t make a lick of sense in the top half. 

I actually had to REALLY dig deep to onsight this one. Maybe the hardest I’ve tried and still sent… that’s cool! ",1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Drive-By Crag,3.7,4,Lead,Onsight,Sport,,80.0,6600,United States,Kentucky,12a,True,False,False,False,True,False,False,False,2024,11,Fall,True,1,1,True,True,False,Drive-By Crag,Pendergrass-Murray Recreational Preserve (PMRP),Drive-By Crag,5.12
2024-11-02,Demon Seed,5.12c,"Well - I think between this and Ghostrider in Kalymnos, I’ve climbed the 2 best 12c’s on earth this year. 

Wow. Simply wow. This thing is absurdly good. I’m so grateful 

Still gotta send Ghostrider! ",1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Bob Marley,3.9,4,Lead,Redpoint,Sport,5.12c,100.0,7200,United States,Kentucky,12c,False,False,True,False,True,False,False,False,2024,11,Fall,True,1,2,False,True,True,Bob Marley,Pendergrass-Murray Recreational Preserve (PMRP),Bob Marley,5.12
2024-11-02,Demon Seed,5.12c,Actually used strategy lol. Bolt to bolted and got the draws up,1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Bob Marley,3.9,4,Lead,Fell/Hung,Sport,5.12c,100.0,7200,United States,Kentucky,12c,False,False,False,True,True,False,False,False,2024,11,Fall,True,2,2,False,False,True,Bob Marley,Pendergrass-Murray Recreational Preserve (PMRP),Bob Marley,5.12
2024-11-01,Brambly Downslide,5.10a,,1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Solar Collector/Gold Coast,2.9,3,Lead,Redpoint,Sport,,75.0,2600,United States,Kentucky,10a,False,False,True,False,True,False,False,False,2024,11,Fall,False,1,2,False,True,False,Solar Collector/Gold Coast,Pendergrass-Murray Recreational Preserve (PMRP),Solar Collector/Gold Coast,5.10
2024-11-01,Sunny the Boxer,5.9,Ashley put it up for me!,1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Solar Collector/Gold Coast,2.9,3,TR,,Sport,,85.0,2400,United States,Kentucky,9,False,False,False,False,True,False,False,False,2024,11,Fall,False,1,2,False,False,False,Solar Collector/Gold Coast,Pendergrass-Murray Recreational Preserve (PMRP),Solar Collector/Gold Coast,5.9 and under
2024-11-01,The Decline of Western Civilization,5.10a,,1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Solar Collector/Gold Coast,2.4,2,Lead,Redpoint,Sport,,50.0,2600,United States,Kentucky,10a,False,False,True,False,True,False,False,False,2024,11,Fall,False,1,2,False,True,False,Solar Collector/Gold Coast,Pendergrass-Murray Recreational Preserve (PMRP),Solar Collector/Gold Coast,5.10
2024-11-01,Super Pinch,5.10d,"Nice climb - good first route of the day, but FAR to easy to “warm up” on. Gotta be supafly, Buddha hole or ethics police to warm up on",1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Solar Collector/Gold Coast,2.7,3,Lead,Onsight,Sport,,50.0,3500,United States,Kentucky,10d,True,False,False,False,True,False,False,False,2024,11,Fall,False,1,1,True,True,False,Solar Collector/Gold Coast,Pendergrass-Murray Recreational Preserve (PMRP),Solar Collector/Gold Coast,5.10
2024-11-01,The Force,5.13a,"First go - going to anchors; wasn’t warmed up

2nd - complete flow up through crux then picked foot 4x trying to clip bolt 4. Clipped and fell.

I HAVE to get pumped to get warmed up. It’s counterintuitive but true. I should get really pumped -> climb first 4 bolts -> lower -> redpoint next time :)

This climb will carry me through the winter. It’s good I didn’t send",2,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Dark Side,3.9,4,Lead,Fell/Hung,Sport,5.13a,75.0,8600,United States,Kentucky,13a,False,False,False,True,True,False,False,True,2024,11,Fall,False,1,5,False,False,True,The Dark Side,Pendergrass-Murray Recreational Preserve (PMRP),The Dark Side,5.13
